loan_id,applicant_age,employment_status,annual_income,loan_amount,loan_tenure_months,credit_score,existing_emis,loan_purpose,branch,default_flag
LN01938,23,Self-Employed,257980,511251,60,598,2,Education,Bangalore,0
LN01939,37,Retired,574410,537172,12,711,6,Medical,Kolkata,1
LN01940,36,Salaried,629367,233653,48,566,1,Business,Pune,0
LN01941,42,Self-Employed,435900,597402,12,659,3,Home,Delhi,0
LN01942,43,Salaried,488699,313280,24,717,4,Medical,Kolkata,0
LN01943,58,Salaried,711539,294977,12,641,0,Medical,Pune,0
LN01944,41,Salaried,723333,449524,36,771,2,Vehicle,Mumbai,0
LN01945,53,Salaried,516589,221880,24,566,4,Home,Chennai,0
LN01946,61,Salaried,261612,288376,24,558,1,Home,Pune,0
LN01947,61,Salaried,734496,433220,60,707,3,Home,Kolkata,0
LN01948,51,Salaried,548540,531080,60,551,0,Vehicle,Hyderabad,0
LN01949,34,Salaried,365028,385846,48,791,0,Medical,Kolkata,0
LN01950,34,Self-Employed,608249,686777,60,787,1,Business,Delhi,0
LN01951,64,Salaried,346074,389888,60,556,0,Vehicle,Delhi,0
LN01952,56,Salaried,387093,715520,36,486,2,Home,Bangalore,0
LN01953,31,Self-Employed,453913,491945,12,443,2,Home,Delhi,1
LN01954,39,Salaried,682216,486091,60,713,0,Medical,Kolkata,0
LN01955,49,Self-Employed,503520,620292,60,694,1,Medical,Delhi,0
LN01956,41,Self-Employed,334137,412401,24,670,1,Home,Chennai,0
LN01957,49,Unemployed,583661,798939,60,691,3,Business,Mumbai,0
LN01958,40,Salaried,521563,511090,48,654,3,Home,Pune,0
LN01959,28,Salaried,395633,464728,24,604,3,Education,Delhi,1
LN01960,58,Salaried,464568,461086,60,670,2,Home,Pune,0
LN01961,27,Retired,542027,346835,36,728,4,Education,Delhi,1
LN01962,38,Salaried,401392,406789,12,593,3,Medical,Delhi,0
LN01963,61,Salaried,596633,184698,24,723,0,Business,Kolkata,0
LN01964,43,Self-Employed,720874,248450,60,710,3,Medical,Delhi,0
LN01965,23,Retired,483320,546938,48,770,4,Home,Bangalore,1
LN01966,43,Unemployed,118329,615752,12,559,5,Medical,Pune,1
LN01967,47,Self-Employed,744774,342735,60,455,0,Education,Delhi,0
LN01968,42,Self-Employed,346621,653187,36,472,4,Education,Kolkata,1
LN01969,39,Salaried,558112,522735,12,806,1,Medical,Kolkata,0
LN01970,58,Retired,248332,698419,60,597,3,Home,Chennai,1
LN01971,41,Salaried,497710,496371,12,764,4,Vehicle,Hyderabad,0
LN01972,35,Retired,678679,683341,36,593,1,Business,Pune,0
LN01973,44,Salaried,365388,586910,36,593,5,Medical,Pune,1
LN01974,22,Self-Employed,591568,354686,48,623,4,Home,Kolkata,0
LN01975,47,Self-Employed,872649,553526,24,648,0,Vehicle,Mumbai,0
LN01976,55,Salaried,609055,332327,36,725,4,Home,Mumbai,0
LN01977,53,Self-Employed,472007,890442,24,534,2,Business,Bangalore,1
LN01978,56,Self-Employed,323046,578719,12,714,2,Home,Mumbai,0
LN01979,23,Salaried,702303,170439,12,617,1,Vehicle,Pune,0
LN01980,25,Salaried,508381,405562,12,679,2,Vehicle,Kolkata,0
LN01981,62,Retired,266680,663796,24,440,3,Home,Kolkata,1
LN01982,22,Retired,713102,383561,36,642,4,Medical,Mumbai,0
LN01983,38,Self-Employed,669997,543024,48,627,0,Business,Hyderabad,0
LN01984,32,Self-Employed,745282,238709,24,616,1,Education,Mumbai,0
LN01985,46,Salaried,814322,463698,12,582,1,Business,Mumbai,0
LN01986,30,Salaried,700353,638094,60,609,3,Business,Mumbai,1
LN01987,30,Self-Employed,751554,368586,12,786,4,Education,Delhi,0
LN01988,56,Unemployed,552283,648194,60,578,6,Education,Chennai,1
LN01989,37,Self-Employed,544898,615118,24,778,4,Vehicle,Delhi,0
LN01990,63,Unemployed,528425,643285,48,635,5,Medical,Kolkata,1
LN01991,42,Retired,333327,992104,12,498,4,Vehicle,Mumbai,1
LN01992,54,Salaried,741404,167999,12,733,0,Vehicle,Bangalore,0
LN01993,55,Self-Employed,455142,341277,12,652,0,Home,Delhi,0
LN01994,41,Salaried,476107,337292,36,736,2,Education,Chennai,0
LN01995,40,Self-Employed,613865,440843,48,682,3,Vehicle,Pune,0
LN01996,32,Self-Employed,901527,391193,24,653,2,Home,Mumbai,0
LN01997,34,Salaried,607162,458130,24,672,3,Business,Hyderabad,0
LN01998,40,Salaried,529238,503225,60,653,0,Business,Bangalore,0
LN01999,46,Salaried,594380,575221,48,614,1,Medical,Mumbai,0
LN02000,26,Salaried,626813,100000,60,833,0,Medical,Chennai,0
